house_title	house_room	house_area	house_location	house_price
桃源居十三区 2室1厅 248万	2室1厅	58.55平米	宝安区	248万
富康苑  满五  唯一  红本在手  费用少	3室2厅	96.41平米	龙岗区	350万
精装修两房  峦山谷   业主诚心出售	2室2厅	88.86平米	龙岗区	305万
星河时代 3室1厅 495万	3室1厅	85.75平米	龙岗区	495万
金达花园 1室0厅 155万	1室0厅	38.68平米	宝安区	155万
车位房，花园社区，东南向两房 看花园 采光好	2室2厅	68.42平米	福田区	420万
翠馨居花园 1室0厅 200万	1室0厅	30.42平米	福田区	200万
布吉中心广场 1室1厅 160万	1室1厅	48.36平米	龙岗区	160万
阳台看香港米铺，客厅看泳池喷泉，可免免个税	2室1厅	60.62平米	福田区	376万
新华城 2室1厅 375万	2室1厅	77.68平米	龙华区	375万
林海山庄 园林式小区户型双阳台可以改三房 近地铁	2室2厅	90.08平米	福田区	520万
朝南看花园，双层入户花园，满五年	4室2厅	97.57平米	龙华区	580万
中楼层方正通透三房 采光很好 位置安静  看房方便	3室2厅	88.65平米	福田区	550万
中楼层南北通三房 采光通风好 位置安静 满二年	3室2厅	88.65平米	福田区	480万
业主诚售 价格可商榷 看房随时 卓 越精品社区	3室2厅	88.61平米	龙华区	580万
信义嘉御山 红本在手 户型方正 客厅出阳台	2室2厅	66.34平米	龙岗区	420万
《丹枫雅苑》一房一厅业主诚心出售看房有钥匙	1室1厅	49.7平米	龙华区	240万
福民地铁口 刚需两房 红本在手满5年	2室2厅	75.66平米	福田区	435万
桂中旁·安静大两房，新社区，总价低，居家舒适。	2室1厅	65.07平米	罗湖区	335万
金海湾花园 3室2厅 935万	3室2厅	128.2平米	福田区	935万
翠枫豪园 3室2厅 325万	3室2厅	81.61平米	龙岗区	325万
金晖大厦 1室1厅 300万	1室1厅	53.34平米	南山区	300万
特发和平里二期 3室2厅 510万	3室2厅	87.55平米	龙华区	510万
满五唯一税费少 楼层好 精装修用料环保考究 宜安居	1室0厅	26.65平米	福田区	138万
太阳新城 居家两房 朝东南向 采光好 无增值税	2室1厅	66.21平米	罗湖区	348万
乐城 精装3房 满2年 看小区花园 近地铁口 交通便利	3室1厅	89.71平米	龙岗区	420万
珠江旭景佳园 高楼层精装电梯两房 满五唯一 红本在手	2室1厅	78.01平米	龙岗区	358万
韵动家园 满五唯一 方正一房 地铁物业	1室1厅	41.28平米	福田区	265万
凯丰花园一期 双地铁口，交通便利环境好。	3室2厅	87.96平米	福田区	480万
城市主场 满五唯一 视野开阔 光线好 税费少	1室0厅	45.22平米	福田区	255万
唯一一个东南朝向红本在手满五年唯一住宅 您值得拥有	2室1厅	70.37平米	龙岗区	315万
劲嘉龙园印象 标准两房 精装修 保养好	2室1厅	49.98平米	龙岗区	198万
云景豪园 两居室 有阳台 业主低价出售	2室2厅	72.19平米	罗湖区	350万
旭飞华安园 南向两房 方正实用 满五年免个税 诚售	2室1厅	52.31平米	福田区	305万
满五唯一红本在手 安静！装修好 朝向好税费低过户快	3室1厅	75.67平米	南山区	360万
振业峦山谷 精装修看山景 满五唯一 税费少 适合居家	2室2厅	72.53平米	龙岗区	256万
翠园名校满五年红本唯一，可改两房，高楼层看洪湖公园	1室1厅	45.05平米	罗湖区	265万
越海家园三房带拓展平台，满五唯一红本少税 诚意出售	3室1厅	76平米	福田区	635万
凯丰二期，看泳池一室一厅，采光好，总价低，业主诚售	1室1厅	44.05平米	福田区	295万
旺业豪苑 一房一厅 东南向 看儿童公园	1室1厅	40.74平米	罗湖区	206万
东南向大两房 安静 税费少 诚心卖	2室1厅	82.5平米	福田区	410万
2013年新房 满五唯一 精装修 视野好 户型方正	3室2厅	104.88平米	宝安区	500万
福田区 双地铁双口岸交通方便 拎包入住	3室2厅	82.89平米	福田区	420万
房子采光较好 户型通透 温馨舒适.业主诚心卖	2室1厅	58.21平米	龙华区	285万
水晶之城浪漫3房，看花园，安静不吵，地铁口物业	3室2厅	93.5平米	龙岗区	310万
中加名园 3室1厅 375万	3室1厅	88.34平米	龙岗区	375万
长丰苑 单身公寓 满五年免增值税个税 红本在手	1室0厅	39平米	罗湖区	145万
此房满五年，税费少，南朝向看山景，通风采光好，精装	3室2厅	100.46平米	罗湖区	630万
含义荔山公馆8号楼两房两厅满六年朝南	2室2厅	75.01平米	龙岗区	390万
颐合花园 3室2厅 325万	3室2厅	92.59平米	宝安区	325万
国展苑正规两房改三房，户型方正满五少税，朝南户型！	3室1厅	72.76平米	龙岗区	245万
书香名第 精装两房 双阳台 地铁物业	2室1厅	70.26平米	龙华区	468万
华彩天成 正南向三房 满五唯一免个税 看花园	3室2厅	106.16平米	南山区	980万
合正汇一城 3室2厅 630万	3室2厅	87.8平米	宝安区	630万
中信湾上六座 2室2厅 435万	2室2厅	67.81平米	宝安区	435万
兰溪谷一期满五年唯一，南向四房，小区中间位置	4室2厅	147.43平米	南山区	1500万
帝景峰 高楼层 产权清晰 高楼层 沃尔玛 公园	2室1厅	60.13平米	龙岗区	230万
潜龙鑫茂花园B区 1室1厅 218万	1室1厅	36.59平米	龙华区	218万
碧水龙庭 两房 南向采光好 赠送大阳台	2室2厅	72.83平米	龙华区	395万
森雅谷润筑园 2室1厅 255万	2室1厅	61.62平米	龙岗区	255万
海晖大厦 2室2厅 395万	2室2厅	75.17平米	南山区	395万
高层看花园 满五年 精装修 拎包入住	3室2厅	88.28平米	宝安区	550万
五号线灵芝站复试一房可改两房，带私家平台，满五年	1室2厅	32.13平米	宝安区	225万
桃源居中间位置3+1户型满五年，看房方便	3室2厅	129.94平米	宝安区	630万
青春家园 两房 东南向 厅出阳台 满五唯一	2室1厅	72.66平米	南山区	600万
红本在手低税费，电梯房朝南，位置安静	3室2厅	92.73平米	龙岗区	425万
万科第五园里城红本满五精装大三房单证	3室2厅	89.13平米	龙岗区	612万
嘉鑫阳光雅居 2室2厅 460万	2室2厅	68.4平米	福田区	460万
龙珠花园 2室1厅 270万	2室1厅	76.56平米	龙岗区	270万
皇庭香格里 三房两卫 通透户型 阳光充足	3室1厅	88.71平米	南山区	638万
地铁口物业 中粮品质小区 精装修复式三房 可改四房	3室2厅	88.17平米	宝安区	595万
鸿基花园 标准电梯2房 满五唯一 诚心出售	2室1厅	78.41平米	龙岗区	260万
地铁口 厅出阳台正三房 五年红本唯一 东南向看绿树	3室2厅	89.35平米	龙岗区	385万
满五唯一，红本在手，中间楼层，安静客厅正出对花园	2室2厅	68.22平米	龙岗区	275万
双地铁口物业，龙珠经典两房户型，满五年红本唯一朝南	2室1厅	60.4平米	龙岗区	235万
房子精装复试，买一层送一层，看山看水景观好.2+1房	2室1厅	54.35平米	福田区	520万
南头 花园式社区，南北通透大四房	4室2厅	123.53平米	南山区	1150万
万科清林径二期 精装四房 朝南看花园	4室2厅	86.52平米	龙岗区	336万
一期南向四房两卫，花园中间位置，价格可谈。	4室2厅	132.85平米	龙岗区	550万
地铁7号线  精装两房 南北通透 满五税费少  龙井地铁	2室1厅	83.97平米	南山区	450万
百仕达红树西岸  内部精装修 3个大阳台 看高尔夫景观	3室2厅	173.13平米	南山区	2500万
卡罗社区 已改小2房 高楼层 视野好	2室1厅	51.84平米	宝安区	318万
桂芳园五期 标准三房 满五唯一 红本在手	3室2厅	76.53平米	龙岗区	370万
少有三房 花园社区 南北通透 安静	3室2厅	94.23平米	南山区	760万
红树湾北区 南北通户型 高使用率做五房 业主诚心出售	5室2厅	203.01平米	南山区	2400万
怡园大厦 3室2厅 565万	3室2厅	116.59平米	南山区	565万
前排独栋花园洋房，140平米使用面积，客厅6米超大开间	3室2厅	120.85平米	宝安区	850万
鸿荣源物业，新安公园，配套齐全，交通便利，上学方便	4室2厅	144.35平米	宝安区	1017万
电梯3房，安静，满2年红本在手，看房有钥匙，说走就走	3室1厅	85.72平米	宝安区	470万
华联城市全景 3室2厅 750万	3室2厅	89.72平米	宝安区	750万
前大芬后公园，沃尔玛，配套齐全	2室2厅	74.85平米	龙岗区	280万
三房两厅 满2年 不靠路 业主诚心出售	3室2厅	80.2平米	宝安区	395万
汇鑫花园 朝南两房 户型方正 实用率高 满两年税费低	2室1厅	64.57平米	罗湖区	325万
89三房两卫，法式私家园林，满两年，红本	3室2厅	89.07平米	宝安区	572万
大运 中海康城 中间楼层 客厅出阳台 正南朝向 采光好	2室2厅	71.26平米	龙岗区	325万
金地上塘道精装两房，位置安静看花园，满五年，有红本	2室2厅	63.17平米	龙华区	385万
华联城市全景 4室2厅 920万	4室2厅	131.04平米	宝安区	920万
大运 中海康城 三房 中间楼层 安静看花园 视野开阔	3室2厅	85.06平米	龙岗区	355万
成熟社区， 毛坯房 交通方便，有轨电车已开通！	3室2厅	88.48平米	龙华区	360万
新安湖花园 2室2厅 360万	2室2厅	79平米	宝安区	360万
时代华庭2房2厅，近地铁口高铁站，方正安静，莲花山旁	2室2厅	83.94平米	福田区	530万
万科第五园九期 经典之作 客厅主卧朝南 两次卧朝东	3室2厅	88.53平米	龙岗区	550万
急卖 满两年 全新精装没住过 地铁口 看房方便	4室2厅	89.82平米	龙岗区	515万
香山里 3室2厅 1150万	3室2厅	152.28平米	南山区	1150万
东方明珠城地铁口精装两房 客厅出阳台 看三馆一城	2室1厅	73.25平米	龙岗区	275万
香格丽苑 侨香+深高 东南朝向 满五年 高层视野采光好	3室2厅	107.46平米	福田区	1350万
东帝海景家园 3室1厅 710万	3室1厅	100.18平米	南山区	710万
鹭湖社区正规三房，总价低，诚意卖，环境舒适，宜居。	3室2厅	87.54平米	龙华区	365万
【御景华城花园】地铁口物业，东南向三房，价格低。	3室1厅	80.1平米	福田区	540万
有钥匙方便看房桃源居十三区满5年电梯大三房	3室2厅	110平米	宝安区	488万
保利上城 2室2厅 320万	2室2厅	73.16平米	龙岗区	320万
一期南北方正3房 中间位置 前后无遮挡 满五红本	3室2厅	98.31平米	龙岗区	460万
科技园34区 一梯两户 南北双阳台 采光通风好	3室1厅	75.54平米	南山区	628万
中海日辉台方正两房，采光好，通风佳	2室1厅	61.26平米	龙岗区	325万
中海康城满五年三房，送全新装修，全新家电，看房方便	3室2厅	87.26平米	龙岗区	375万
情景一层洋房，有花园，诚意出售，看房方便	4室2厅	128.3平米	龙岗区	660万
红岭大厦 朝南 方正两房 采光充足 业主急售	2室1厅	49.54平米	福田区	259万
爱榕园 正规三房 高层采光通风好  看房方便	3室1厅	67平米	南山区	490万
正气大三房 双地铁口 红岭中學 采光好！	3室1厅	105.67平米	福田区	600万
中海半山溪谷精装两房 户型方正实用 业主诚卖	2室1厅	75.75平米	盐田区	288万
龙岗花半里标准大三房，满两年，楼层佳	3室1厅	109.01平米	龙岗区	440万
婚房15年精装修，中间楼层视野好看公园，安静，方正	2室2厅	72.16平米	福田区	510万
栖游家园 经典两房复式 精装修 税费少 红本在手	2室1厅	57.54平米	南山区	418万
绿景大公馆龙岗外国语三房，南向，精装看花园安静舒适	3室2厅	87.52平米	龙岗区	620万
刚需两房、大视野、楼下繁华天街、4号线清湖始发站	2室1厅	67.96平米	龙华区	325万
碧水龙庭 精装三房 看房方便 红本在手	2室2厅	90.06平米	龙华区	520万
碧水龙庭 毛坯正规三房 视野无遮挡 安静	3室2厅	95.13平米	龙华区	500万
户型方正实用，满五年，红本在手，看房方便	5室2厅	176.91平米	福田区	1650万
丹枫白露城东1号 2室1厅 420万	2室1厅	94.86平米	罗湖区	420万
店长推介：鸿翔花园 园岭地铁标准三房 享优质教育	3室1厅	83.44平米	罗湖区	570万
鹏益花园，边角户型，正规两房，有钥匙，业主急售	2室1厅	60.77平米	福田区	300万
韵动家园 2室2厅 385万	2室2厅	64.21平米	福田区	385万
THETOWN乐城 5室2厅 700万	5室2厅	170.92平米	龙岗区	700万
精装修，可拎包入住，目前已经改成三房，垫高可算二楼	2室2厅	81.83平米	龙岗区	278万
凯丰花园二期 5室1厅 690万	5室1厅	61.17平米	福田区	690万
招商澜园，2+1房，送车位一个，业主诚售	2室2厅	83.19平米	龙华区	336万
复式四房，看房有钥匙，朝南户型，2013年入伙小区。	4室1厅	60.59平米	福田区	638万
信义嘉御山毛坯两房  客厅出阳台位置安静	2室2厅	73.93平米	龙岗区	405万
金地梅陇镇花园中的3房，住家安静，视野也比较好，	3室2厅	112.55平米	龙华区	585万
坂田地铁站2+1二房，红本满五年，看房随时方便。	2室1厅	76.61平米	龙岗区	365万
此房是布心片区为数不多的新房，一手，翠园，满二。	2室2厅	87.78平米	罗湖区	458万
满五年 东南向 采光好 多一露台赠送 带装修 厅出阳台	3室1厅	86.25平米	福田区	586万
福荣路大三房 金地物业 高层南向 安静	3室1厅	127.11平米	福田区	820万
罗湖体育馆 华清园 复式三房双卫 居家 满两年	3室1厅	74.34平米	罗湖区	324万
鼎太风华一期 3室1厅 850万	3室1厅	90.9平米	南山区	850万
石厦阳光四季 四加一房 南向满五唯一 装修清爽	4室2厅	148.3平米	福田区	1200万
华侨城碧海云天二期端着位置155平米四房高层景观好	4室1厅	155.31平米	福田区	1700万
翰岭院南北通透三房两卫，南北双大阳台，舒适居家	3室2厅	111.18平米	福田区	780万
百仕达四房 满五 有赠送入户花园16平米 方正户型	4室2厅	101.58平米	罗湖区	890万
中海月朗苑 四房 客厅出阳台看小区	3室2厅	105.66平米	龙岗区	520万
电梯景观大四房，诚心出售看房方便	4室2厅	122.39平米	福田区	700万
精装4房，赠送35平，户型方正厅出阳台，满五唯一	4室2厅	112.17平米	龙岗区	650万
碧海云天二期 4室2厅 1720万	4室2厅	172.88平米	福田区	1720万
一本证四房 满两年南北通透看红山6979安静	4室2厅	128.36平米	龙华区	1220万
中旅国际2期 正规大四房 南向 荔园+深高	4室2厅	154.34平米	福田区	2400万
高层电梯房大面积，精装修，南北通	5室2厅	149.32平米	福田区	1200万
蓝湾半岛安静大三房，业主急卖，满五年红本在手	3室1厅	121.92平米	福田区	840万
13年新楼盘 南北通三房两卫 车位足 高赠送	3室2厅	92.27平米	福田区	650万
佳兆业可园，朝南五房  满二年  无增值税，大阳台	5室2厅	84.14平米	龙岗区	490万
阳光海精装二楼洋房 满两年 业主自住 送60平地下室	4室2厅	126.98平米	宝安区	865万
